objectid,aão,tmean_weighted,cld_weighted,frs_weighted,vap_weighted,wet_weighted,total_bin_1_tmean,total_bin_2_tmean,total_bin_3_tmean,total_bin_4_tmean,total_bin_5_tmean,total_eq_tmean_bin_1,total_eq_tmean_bin_2,total_eq_tmean_bin_3,total_eq_tmean_bin_4,total_eq_tmean_bin_5,total_sd_tmean_bin_1,total_sd_tmean_bin_2,total_sd_tmean_bin_3,total_sd_tmean_bin_4,total_sd_tmean_bin_5,population,income_grp,region_un,subregion,region_wb,precipitation_weighted,pi0,pi1,pi2,country_standard,pm25,gdppc,deathr,medianage,año_by_country,lngdppc,lnpm25,ssp126bin1,ssp126bin2,ssp126bin3,ssp126bin4,ssp126bin5,ssp245bin1,ssp245bin2,ssp245bin3,ssp245bin4,ssp245bin5,ssp585bin1,ssp585bin2,ssp585bin3,ssp585bin4,ssp585bin5,dd_ssp126,dd_ssp245,dd_ssp585,d1_ssp126,d1_ssp245,d1_ssp585,d2_ssp126,d2_ssp245,d2_ssp585,d3_ssp126,d3_ssp245,d3_ssp585,d4_ssp126,d4_ssp245,d4_ssp585,d5_ssp126,d5_ssp245,d5_ssp585
1,2018,26.582973,65.387268,.000078637968,27.827873,12.506821,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2379.3098,17.92,19.690001,16.07,Indonesia,21,3741.3052,7.4959998,28.624001,2018,8.22719,3.0445225,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2003,26.280756,65.543816,.000115618,27.671883,12.996949,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2649.1316,15.37,14.74,15.88,Indonesia,19.5,2009.4897,7.223,24.537001,2003,7.6056361,2.9704144,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2005,26.549883,65.081406,.00013664574,28.026949,13.743264,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2794.2258,15.58,15.29,15.75,Indonesia,21.200001,2174.9153,7.336,25.150999,2005,7.6847448,3.0540013,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2004,26.427916,65.017418,.00011416992,28.038841,12.476196,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2419.3186,15.47,15.01,15.81,Indonesia,21.200001,2083.8826,7.9949999,24.847,2004,7.6419883,3.0540013,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2009,26.600256,64.965752,.000039735191,28.063513,12.378952,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2348.6797,16.120001,16.48,15.66,Indonesia,23.5,2569.8743,7.3860002,26.306999,2009,7.8516121,3.1570003,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2002,26.416037,64.75943,.00010918507,27.813072,11.851031,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2178.5132,15.29,14.49,15.96,Indonesia,21.9,1943.6449,7.2480001,24.225,2002,7.5723205,3.0864866,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2012,26.607641,64.826736,.000087785702,28.426859,12.287508,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2390.0728,16.6,17.4,15.71,Indonesia,22.6,2959.5144,7.494,27.113001,2012,7.9927807,3.11795,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2001,26.387062,65.541237,.00010947678,27.886017,13.411978,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2676.0552,15.23,14.26,16.07,Indonesia,18.1,1885.6798,7.329,23.916,2001,7.5420437,2.8959119,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2019,26.729559,64.62796,.000074624528,27.748465,10.913918,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2099.5923,18.18,20.120001,16.15,Indonesia,25,3892.4216,7.539,28.891001,2019,8.2667866,3.2188759,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2016,26.769075,65.378967,.000090604204,28.253559,14.457921,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2966.9688,17.43,18.85,15.92,Indonesia,22,3453.0493,7.5289998,28.103001,2016,8.1470127,3.0910425,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2022,26.635338,65.585892,.00012898742,27.833231,14.604608,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,3001.7498,19,21.51,16.42,Indonesia,21.9,4073.5583,9.5900002,29.561001,2022,8.3122721,3.0864866,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2021,26.54073,65.239761,.000094842879,27.376291,14.065769,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2905.1914,18.719999,21.040001,16.33,Indonesia,19.799999,3892.9561,10.065,29.334999,2021,8.2669239,2.985682,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2015,26.645731,65.019775,.000088453598,27.95224,11.01846,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,193312624,4. Lower middle income,Asia,South-Eastern Asia,East Asia & Pacific,2086.5842,17.200001,18.450001,15.86,Indonesia,25.799999,3322.5818,7.46,27.858999,2015,8.1084976,3.2503746,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
2,2002,27.251884,67.95462,0,29.861143,16.533779,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2419.3367,41.150002,35.650002,46.630001,Malaysia,17.700001,6506.1182,4.4299998,22.66,4004,8.7804985,2.8735647,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2019,27.475149,67.575653,0,28.840717,16.498764,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2285.6545,40.150002,37.27,43.060001,Malaysia,21.4,11114.561,5.2529998,28.174999,4038,9.3160114,3.063391,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2004,26.967978,69.562546,0,29.565317,17.101999,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2477.8723,41.189999,36.16,46.27,Malaysia,17.1,7004.1377,4.4879999,22.958,4008,8.8542566,2.8390784,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2017,27.062601,72.65284,0,29.037445,17.921488,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2641.8979,40.32,37.209999,43.490002,Malaysia,13.6,10416.042,5.132,27.466,4034,9.2511024,2.6100698,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2005,26.983269,70.866043,0,29.407269,17.872482,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2494.167,41.200001,36.389999,46.080002,Malaysia,18.200001,7209.6172,4.5159998,23.184,4010,8.8831711,2.9014215,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2015,27.241833,69.529579,0,29.606201,16.99947,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2384.9075,40.509998,37.16,43.93,Malaysia,23.4,9699.6006,5.0960002,26.801001,4030,9.1798401,3.1527359,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2008,26.634705,74.328278,0,29.367699,19.574249,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,3068.2214,41.130001,36.91,45.48,Malaysia,14.4,7948.9478,4.8169999,24.135,4016,8.9807949,2.6672282,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2009,26.880344,72.158005,0,29.337645,18.732889,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2948.0535,41.060001,37.02,45.27,Malaysia,17.9,7675.2383,4.96,24.540001,4018,8.945755,2.8848007,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2006,26.80728,72.887329,0,29.439331,19.226786,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2837.4958,41.189999,36.59,45.889999,Malaysia,21.5,7444.0269,4.6030002,23.457001,4012,8.9151669,3.068053,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2003,27.021837,73.253891,0,29.62594,18.63418,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2936.1274,41.169998,35.91,46.459999,Malaysia,14.3,6716.6431,4.4299998,22.783001,4006,8.8123436,2.6602595,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2010,27.211172,72.123566,0,29.486694,18.357952,0,0,0,10,2,0,0,0,10,2,0,0,11,1,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2654.9414,40.990002,37.080002,45.040001,Malaysia,14.3,8101.4072,5.0089998,24.961,4020,8.9997931,2.6602595,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2020,27.353863,69.62339,0,28.662823,17.790123,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2651.2058,40.060001,37.310001,42.84,Malaysia,13.3,10382.728,5.3109999,28.614,4040,9.2478991,2.587764,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2022,27.015194,72.726669,0,28.465618,19.727585,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,3061.2739,39.900002,37.400002,42.41,Malaysia,14.2,11399.397,5.4429998,29.573,4044,9.3413162,2.6532419,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2007,26.788818,73.346863,0,29.557341,18.833456,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2841.7153,41.169998,36.77,45.689999,Malaysia,14.3,7742.5781,4.7049999,23.774,4014,8.9544897,2.6602595,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2018,27.105154,71.232162,0,28.499563,18.349743,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2819.3022,40.23,37.240002,43.27,Malaysia,15.6,10777.767,5.1750002,27.808001,4036,9.2852402,2.7472708,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2013,27.114828,74.182732,0,29.453516,18.668272,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2812.8196,40.700001,37.139999,44.369999,Malaysia,18.200001,8976.5459,4.9450002,26.097,4026,9.1023703,2.9014215,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2016,27.519081,71.879982,0,29.968023,17.252436,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2505.821,40.419998,37.189999,43.709999,Malaysia,17.799999,9984.1641,5.1090002,27.135,4032,9.2087555,2.8791983,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2021,27.054192,70.951706,0,28.268427,19.001263,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,3125.6504,39.98,37.349998,42.619999,Malaysia,13.7,10605.677,6.0339999,29.097,4042,9.269145,2.6173959,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2012,27.015497,73.109367,0,29.502247,18.547678,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2924.2693,40.799999,37.130001,44.599998,Malaysia,17.6,8711.2959,4.9089999,25.731001,4024,9.0723763,2.8678989,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2014,27.104685,71.182434,0,29.424866,16.587242,0,0,0,10,2,0,0,0,11,1,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2433.2463,40.599998,37.150002,44.150002,Malaysia,20.799999,9369.1025,4.9809999,26.455,4028,9.1451721,3.0349529,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2000,26.851913,74.478134,0,29.57674,18.628847,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2949.8459,41.09,35.099998,46.98,Malaysia,12.3,6461.9912,4.5840001,22.49,4000,8.7736931,2.5095992,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2011,26.868481,74.16655,0,29.36903,19.257475,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,3053.7776,40.900002,37.110001,44.82,Malaysia,17.5,8393.9629,4.928,25.358,4022,9.0352678,2.862201,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2001,26.954859,75.057495,0,29.699203,18.257391,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,20877886,3. Upper middle income,Asia,South-Eastern Asia,East Asia & Pacific,2620.7717,41.119999,35.369999,46.810001,Malaysia,11.9,6330.6284,4.4349999,22.582001,4002,8.7531548,2.4765384,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
3,2018,12.307506,34.707188,4.7246628,10.667425,3.8283007,0,6,6,0,0,2,5,5,0,0,0,3,9,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,523.73987,35,28.309999,41.599998,Chile,16.200001,13904.115,6.3270001,34.078999,6054,9.5399399,2.7850113,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2010,11.763508,31.935532,5.7318735,10.062971,3.6550534,0,7,5,0,0,2,6,4,0,0,0,5,7,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,573.49408,29.1,24.809999,33.27,Chile,18.5,11770.757,5.9619999,31.719,6030,9.373373,2.9177706,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2011,11.978468,31.382626,5.3248186,10.36251,3.8797357,0,7,5,0,0,2,5,5,0,0,0,4,8,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,594.43127,29.77,25.190001,34.25,Chile,20.6,12380.016,5.8049998,32.050999,6033,9.4238386,3.0252912,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2002,11.782277,37.05687,5.2011638,10.414406,5.4779673,0,7,5,0,0,1,7,4,0,0,0,5,7,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,1179.7889,24.35,22.27,26.370001,Chile,17.799999,8902.8379,5.0349998,28.780001,6006,9.0941257,2.8791983,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2014,12.378654,33.742832,4.1580906,10.694733,4.2787485,0,6,6,0,0,0,8,4,0,0,0,3,9,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,660.57324,31.92,26.42,37.32,Chile,18.5,13418.976,6.1199999,33.018002,6042,9.504425,2.9177706,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2009,12.338857,33.102032,5.1487727,10.508093,3.4719141,0,6,6,0,0,1,6,5,0,0,0,4,8,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,730.42999,28.440001,24.459999,32.32,Chile,19,11232.823,5.612,31.382999,6027,9.3265953,2.9444389,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2020,12.757711,29.964478,4.5521274,10.804663,3.4923253,0,6,6,0,0,1,6,5,0,0,0,3,9,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,536.91791,36.599998,29.33,43.77,Chile,17,12725.212,7.2210002,34.683998,6060,9.4513407,2.8332133,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
3,2015,12.587602,35.979042,4.0514631,11.005535,4.0503798,0,7,5,0,0,0,7,5,0,0,0,4,8,0,0,14162390,3. Upper middle income,Americas,South America,Latin America & Caribbean,670.36572,32.669998,26.870001,38.380001,Chile,19.4,13567.357,6.1209998,33.331001,6045,9.5154219,2.9652731,0,6,6,0,0,0,6,6,0,0,0,5,7,0,0,.92795277,1.2181168,1.6667194,0,0,0,-1,-1,-2,1,1,2,0,0,0,0,0,0
