objectid,año,tmean_weighted,cld_weighted,frs_weighted,vap_weighted,wet_weighted,total_bin_1_tmean,total_bin_2_tmean,total_bin_3_tmean,total_bin_4_tmean,total_bin_5_tmean,total_eq_tmean_bin_1,total_eq_tmean_bin_2,total_eq_tmean_bin_3,total_eq_tmean_bin_4,total_eq_tmean_bin_5,total_sd_tmean_bin_1,total_sd_tmean_bin_2,total_sd_tmean_bin_3,total_sd_tmean_bin_4,total_sd_tmean_bin_5,gdp_year,pop_est,gdp_md_est,population,income_grp,region_un,region_wb,precipitation_weighted,PI0,PI1,PI2,country_standard,pm25,GDP,GDPpc,deathr,año_by_country,lnGDPpc,lnpm25,hist_weighted,ssp126_weighted,ssp245_weighted,ssp585_weighted,histbin1,histbin2,histbin3,histbin4,histbin5,ssp126bin1,ssp126bin2,ssp126bin3,ssp126bin4,ssp126bin5,ssp245bin1,ssp245bin2,ssp245bin3,ssp245bin4,ssp245bin5,ssp585bin1,ssp585bin2,ssp585bin3,ssp585bin4,ssp585bin5,Dd_ssp126,Dd_ssp245,Dd_ssp585,D1_ssp126,D1_ssp245,D1_ssp585,D2_ssp126,D2_ssp245,D2_ssp585,D3_ssp126,D3_ssp245,D3_ssp585,D4_ssp126,D4_ssp245,D4_ssp585,D5_ssp126,D5_ssp245,D5_ssp585
1,2006,26.29571,65.248222,.00011763073,27.760736,11.71305,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2260.637954711914,15.7,15.58,15.71,Indonesia,26.5,525006275301.5556,2264.935733309739,7.323,2006,7.7253017,3.2771447,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2010,26.727596,65.871262,.000034512199,28.236309,15.518164,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,3377.420425415039,16.27,16.780001,15.66,Indonesia,20.299999,657835433773.5178,2695.868170072145,7.406,2010,7.8994756,3.0106208,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2000,26.462973,65.52449,.00020669741,28.229881,13.336004,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2646.118049621582,15.18,14.05,16.18,Indonesia,17.5,395012382598.1407,1845.227800727029,7.383,2000,7.5203581,2.862201,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2009,26.600256,64.965752,.000039735191,28.063513,12.378952,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435043,4. Lower middle income,Asia,East Asia & Pacific,2348.679767608643,16.120001,16.48,15.66,Indonesia,23.5,619291626022.0308,2569.874212612784,7.386,2009,7.8516121,3.1570003,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2008,26.38545,65.65049,.00026209987,28.103428,12.825632,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2489.297317504883,15.98,16.18,15.66,Indonesia,18.9,591893632242.4246,2487.611296607031,7.41,2008,7.8190784,2.939162,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2005,26.549883,65.081406,.00013664574,28.026949,13.743264,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2794.225891113281,15.58,15.29,15.75,Indonesia,21.200001,497631790440.7341,2174.915221489663,7.336,2005,7.6847448,3.0540013,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2017,26.670549,65.525505,.000095846008,28.068611,13.658998,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2768.520286560059,17.67,19.26,16,Indonesia,20.799999,950021694164.0009,3591.780028459257,7.579,2017,8.1864033,3.0349529,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2022,26.635338,65.585892,.00012898742,27.833231,14.604608,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,3001.749855041504,19,21.51,16.42,Indonesia,21.9,1122270779815.142,4073.558349620731,9.59,2022,8.3122721,3.0864866,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2001,26.387062,65.541237,.00010947678,27.886017,13.411978,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2676.055099487305,15.23,14.26,16.07,Indonesia,18.1,409404526223.0048,1885.679751376955,7.329,2001,7.5420437,2.8959119,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2003,26.280756,65.543816,.000115618,27.671883,12.996949,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2649.13166809082,15.37,14.74,15.88,Indonesia,19.5,448277224152.721,2009.489783953994,7.223,2003,7.6056361,2.9704144,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2007,26.493803,65.387375,.00010921679,28.501225,13.204862,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2596.91690826416,15.83,15.88,15.68,Indonesia,19.5,558318040165.8311,2377.254992970808,7.314,2007,7.7737017,2.9704144,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2002,26.416037,64.75943,.00010918507,27.813072,11.851031,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435044,4. Lower middle income,Asia,East Asia & Pacific,2178.513153076172,15.29,14.49,15.96,Indonesia,21.9,427825582121.4365,1943.644927906336,7.248,2002,7.5723205,3.0864866,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
1,2014,26.632534,65.048576,.00010374175,28.242838,12.396704,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,260580739,3028000,193312617.6435043,4. Lower middle income,Asia,East Asia & Pacific,2277.083763122559,16.98,18.08,15.8,Indonesia,24,820828013230.5878,3203.484287020772,7.43,2014,8.0719948,3.1780539,25.978966,26.896196,27.093004,27.485344,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,10,2,.91723061,1.1140385,1.5063782,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2
2,2012,27.015497,73.109367,0,29.502247,18.547678,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2924.269287109375,40.799999,37.130001,44.599998,Malaysia,17.6,258378881826.4732,8711.295854071212,4.909,4024,9.0723763,2.8678989,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2007,26.788818,73.346863,0,29.557341,18.833456,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2841.715309143066,41.169998,36.77,45.689999,Malaysia,14.3,209766600383.972,7742.578025499946,4.705,4014,8.9544897,2.6602595,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2006,26.80728,72.887329,0,29.439331,19.226786,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2837.495910644531,41.189999,36.59,45.889999,Malaysia,21.5,197336779111.6822,7444.026735397054,4.603,4012,8.9151669,3.068053,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2022,27.015194,72.726669,0,28.465618,19.727585,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,3061.273941040039,39.900002,37.400002,42.41,Malaysia,14.2,386875259314.1867,11399.39713735103,5.443,4044,9.3413162,2.6532419,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2000,26.851913,74.478134,0,29.57674,18.628847,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2949.845993041992,41.09,35.099998,46.98,Malaysia,12.3,148271359064.9481,6461.991273316935,4.584,4000,8.7736931,2.5095992,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2014,27.104685,71.182434,0,29.424866,16.587242,0,0,0,10,2,0,0,0,11,1,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2433.246311187744,40.599998,37.150002,44.150002,Malaysia,20.799999,286755041078.0301,9369.102158404869,4.981,4028,9.1451721,3.0349529,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2009,26.880344,72.158005,0,29.337645,18.732889,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2948.053459167481,41.060001,37.02,45.27,Malaysia,17.9,216573759299.0797,7675.238102934639,4.96,4018,8.945755,2.8848007,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2008,26.634705,74.328278,0,29.367699,19.574249,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,3068.22135925293,41.130001,36.91,45.48,Malaysia,14.4,219902039818.7784,7948.947618937362,4.817,4016,8.9807949,2.6672282,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2002,27.251884,67.95462,0,29.861143,16.533779,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2419.33667755127,41.150002,35.650002,46.630001,Malaysia,17.700001,157073594223.9318,6506.117927323922,4.43,4004,8.7804985,2.8735647,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2011,26.868481,74.16655,0,29.36903,19.257475,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,3053.777557373047,40.900002,37.110001,44.82,Malaysia,17.5,244970531973.6761,8393.9629789131,4.928,4022,9.0352678,2.862201,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2005,26.983269,70.866043,0,29.407269,17.872482,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2494.167053222656,41.200001,36.389999,46.080002,Malaysia,18.200001,186898768708.9009,7209.617110447468,4.516,4010,8.8831711,2.9014215,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2021,27.054192,70.951706,0,28.268427,19.001263,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,3125.650421142578,39.98,37.349998,42.619999,Malaysia,13.7,356073661872.2241,10605.67695798894,6.034,4042,9.269145,2.6173959,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2010,27.211172,72.123566,0,29.486694,18.357952,0,0,0,10,2,0,0,0,10,2,0,0,11,1,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2654.941390991211,40.990002,37.080002,45.040001,Malaysia,14.3,232654030399.2274,8101.407120194397,5.009,4020,8.9997931,2.6602595,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2019,27.475149,67.575653,0,28.840717,16.498764,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2285.654556274414,40.150002,37.27,43.060001,Malaysia,21.4,364602265936.1401,11114.56053057339,5.253,4038,9.3160114,3.063391,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2020,27.353863,69.62339,0,28.662823,17.790123,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2651.205902099609,40.060001,37.310001,42.84,Malaysia,13.3,344706479641.2438,10382.7274795282,5.311,4040,9.2478991,2.587764,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2016,27.519081,71.879982,0,29.968023,17.252436,0,0,0,9,3,0,0,0,9,3,0,0,11,1,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2505.820953369141,40.419998,37.189999,43.709999,Malaysia,17.799999,314764917575.0878,9984.163680602336,5.109,4032,9.2087555,2.8791983,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2004,26.967978,69.562546,0,29.565317,17.101999,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2477.872406005859,41.189999,36.16,46.27,Malaysia,17.1,177437551536.3742,7004.137745799985,4.488,4008,8.8542566,2.8390784,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2001,26.954859,75.057495,0,29.699203,18.257391,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2620.771682739258,41.119999,35.369999,46.810001,Malaysia,11.9,149038923296.2591,6330.628254245675,4.435,4002,8.7531548,2.4765384,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2015,27.241833,69.529579,0,29.606201,16.99947,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2384.907516479492,40.509998,37.16,43.93,Malaysia,23.4,301355266964.9473,9699.600463427363,5.096,4030,9.1798401,3.1527359,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2018,27.105154,71.232162,0,28.499563,18.349743,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2819.30224609375,40.23,37.240002,43.27,Malaysia,15.6,349191778300.005,10777.76652135182,5.175,4036,9.2852402,2.7472708,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2013,27.114828,74.182732,0,29.453516,18.668272,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2812.81958770752,40.700001,37.139999,44.369999,Malaysia,18.200001,270506469604.1014,8976.545613983901,4.945,4026,9.1023703,2.9014215,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2003,27.021837,73.253891,0,29.62594,18.63418,0,0,0,11,1,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2936.127334594727,41.169998,35.91,46.459999,Malaysia,14.3,166165798103.9019,6716.643258156062,4.43,4006,8.8123436,2.6602595,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
2,2017,27.062601,72.65284,0,29.037445,17.921488,0,0,0,12,0,0,0,0,12,0,0,0,12,0,0,2016,31381992,863000,20877885.48535178,3. Upper middle income,Asia,East Asia & Pacific,2641.897933959961,40.32,37.209999,43.490002,Malaysia,13.6,333061328477.2681,10416.04169343747,5.132,4034,9.2511024,2.6100698,26.336737,27.248989,27.437515,27.874588,0,0,0,12,0,0,0,0,10,2,0,0,0,9,3,0,0,0,6,6,.91225243,1.1007786,1.5378513,0,0,0,0,0,0,0,0,0,-2,-3,-6,2,3,6
